ref_date,generation_type,reported_total_mwh,computed_total_mwh,suppressed_component_count,component_count,variance_mwh,variance_pct,reconciliation_flag
2017-04-01,Total all types of electricity generation,848142,848142,0,2,0,0.0000,OK
2017-04-01,Total electricity production from combustible fuels,648591,648591,0,2,0,0.0000,OK
2017-04-01,Wind power turbine,101636,101636,0,2,0,0.0000,OK
2017-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-05-01,Hydraulic turbine,133048,133048,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-05-01,Solar,0,0,0,2,0,,OK
2017-05-01,Tidal power turbine,419,419,0,2,0,0.0000,OK
2017-05-01,Total all types of electricity generation,769855,769855,0,2,0,0.0000,OK
2017-05-01,Total electricity production from combustible fuels,534998,534998,0,2,0,0.0000,OK
2017-05-01,Wind power turbine,101390,101390,0,2,0,0.0000,OK
2017-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-06-01,Hydraulic turbine,89506,89506,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-06-01,Solar,0,0,0,2,0,,OK
2017-06-01,Tidal power turbine,1316,1316,0,2,0,0.0000,OK
2017-06-01,Total all types of electricity generation,718731,718731,0,2,0,0.0000,OK
2017-06-01,Total electricity production from combustible fuels,527803,527803,0,2,0,0.0000,OK
2017-06-01,Wind power turbine,100106,100106,0,2,0,0.0000,OK
2017-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-07-01,Hydraulic turbine,56649,56649,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-07-01,Solar,0,0,0,2,0,,OK
2017-07-01,Tidal power turbine,482,482,0,2,0,0.0000,OK
2017-07-01,Total all types of electricity generation,710903,710903,0,2,0,0.0000,OK
2017-07-01,Total electricity production from combustible fuels,584889,584889,0,2,0,0.0000,OK
2017-07-01,Wind power turbine,68883,68883,0,2,0,0.0000,OK
2017-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-08-01,Hydraulic turbine,39972,39972,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-08-01,Solar,0,0,0,2,0,,OK
2017-08-01,Tidal power turbine,0,0,0,2,0,,OK
2017-08-01,Total all types of electricity generation,763552,763552,0,2,0,0.0000,OK
2017-08-01,Total electricity production from combustible fuels,652676,652676,0,2,0,0.0000,OK
2017-08-01,Wind power turbine,70904,70904,0,2,0,0.0000,OK
2017-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-09-01,Hydraulic turbine,23624,23624,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-09-01,Solar,0,0,0,2,0,,OK
2017-09-01,Tidal power turbine,0,0,0,2,0,,OK
2017-09-01,Total all types of electricity generation,674600,674600,0,2,0,0.0000,OK
2017-09-01,Total electricity production from combustible fuels,559487,559487,0,2,0,0.0000,OK
2017-09-01,Wind power turbine,91489,91489,0,2,0,0.0000,OK
2017-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-10-01,Hydraulic turbine,24164,24164,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-10-01,Solar,0,0,0,2,0,,OK
2017-10-01,Tidal power turbine,25,25,0,2,0,0.0000,OK
2017-10-01,Total all types of electricity generation,658252,658252,0,2,0,0.0000,OK
2017-10-01,Total electricity production from combustible fuels,497309,497309,0,2,0,0.0000,OK
2017-10-01,Wind power turbine,136754,136754,0,2,0,0.0000,OK
2017-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-11-01,Hydraulic turbine,24327,24327,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-11-01,Solar,0,0,0,2,0,,OK
2017-11-01,Tidal power turbine,0,0,0,2,0,,OK
2017-11-01,Total all types of electricity generation,782138,782138,0,2,0,0.0000,OK
2017-11-01,Total electricity production from combustible fuels,615888,615888,0,2,0,0.0000,OK
2017-11-01,Wind power turbine,141923,141923,0,2,0,0.0000,OK
2017-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-12-01,Hydraulic turbine,60210,60210,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-12-01,Solar,0,0,0,2,0,,OK
2017-12-01,Tidal power turbine,0,0,0,2,0,,OK
2017-12-01,Total all types of electricity generation,1068376,1068376,0,2,0,0.0000,OK
2017-12-01,Total electricity production from combustible fuels,867565,867565,0,2,0,0.0000,OK
2017-12-01,Wind power turbine,140601,140601,0,2,0,0.0000,OK
2018-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-01-01,Hydraulic turbine,103246,103246,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-01-01,Solar,0,0,0,2,0,,OK
2018-01-01,Tidal power turbine,112,112,0,2,0,0.0000,OK
2018-01-01,Total all types of electricity generation,1108134,1108134,0,2,0,0.0000,OK
2018-01-01,Total electricity production from combustible fuels,881677,881677,0,2,0,0.0000,OK
2018-01-01,Wind power turbine,123099,123099,0,2,0,0.0000,OK
2018-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-02-01,Hydraulic turbine,106972,106972,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-02-01,Solar,0,0,0,2,0,,OK
2018-02-01,Tidal power turbine,1804,1804,0,2,0,0.0000,OK
2018-02-01,Total all types of electricity generation,971068,971068,0,2,0,0.0000,OK
2018-02-01,Total electricity production from combustible fuels,752654,752654,0,2,0,0.0000,OK
2018-02-01,Wind power turbine,109638,109638,0,2,0,0.0000,OK
2018-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-03-01,Hydraulic turbine,94225,94225,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-03-01,Solar,0,0,0,2,0,,OK
2018-03-01,Tidal power turbine,1754,1754,0,2,0,0.0000,OK
2018-03-01,Total all types of electricity generation,963609,963609,0,2,0,0.0000,OK
2018-03-01,Total electricity production from combustible fuels,748951,748951,0,2,0,0.0000,OK
2018-03-01,Wind power turbine,118679,118679,0,2,0,0.0000,OK
2018-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-04-01,Hydraulic turbine,110612,110612,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-04-01,Solar,0,0,0,2,0,,OK
2018-04-01,Tidal power turbine,2098,2098,0,2,0,0.0000,OK
2018-04-01,Total all types of electricity generation,853457,853457,0,2,0,0.0000,OK
2018-04-01,Total electricity production from combustible fuels,634249,634249,0,2,0,0.0000,OK
2018-04-01,Wind power turbine,106498,106498,0,2,0,0.0000,OK
2018-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-05-01,Hydraulic turbine,106853,106853,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-05-01,Solar,0,0,0,2,0,,OK
2018-05-01,Tidal power turbine,1969,1969,0,2,0,0.0000,OK
2018-05-01,Total all types of electricity generation,768184,768184,0,2,0,0.0000,OK
2018-05-01,Total electricity production from combustible fuels,565732,565732,0,2,0,0.0000,OK
2018-05-01,Wind power turbine,93630,93630,0,2,0,0.0000,OK
2018-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-06-01,Hydraulic turbine,60778,60778,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-06-01,Solar,0,0,0,2,0,,OK
2018-06-01,Tidal power turbine,1645,1645,0,2,0,0.0000,OK
2018-06-01,Total all types of electricity generation,692314,692314,0,2,0,0.0000,OK
2018-06-01,Total electricity production from combustible fuels,541156,541156,0,2,0,0.0000,OK
2018-06-01,Wind power turbine,88735,88735,0,2,0,0.0000,OK
2018-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-07-01,Hydraulic turbine,55072,55072,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-07-01,Solar,0,0,0,2,0,,OK
2018-07-01,Tidal power turbine,1830,1830,0,2,0,0.0000,OK
2018-07-01,Total all types of electricity generation,723837,723837,0,2,0,0.0000,OK
2018-07-01,Total electricity production from combustible fuels,592452,592452,0,2,0,0.0000,OK
2018-07-01,Wind power turbine,74483,74483,0,2,0,0.0000,OK
2018-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-08-01,Hydraulic turbine,22558,22558,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-08-01,Solar,0,0,0,2,0,,OK
2018-08-01,Tidal power turbine,1521,1521,0,2,0,0.0000,OK
2018-08-01,Total all types of electricity generation,741427,741427,0,2,0,0.0000,OK
2018-08-01,Total electricity production from combustible fuels,659069,659069,0,2,0,0.0000,OK
2018-08-01,Wind power turbine,58279,58279,0,2,0,0.0000,OK
2018-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-09-01,Hydraulic turbine,19942,19942,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-09-01,Solar,0,0,0,2,0,,OK
2018-09-01,Tidal power turbine,1447,1447,0,2,0,0.0000,OK
2018-09-01,Total all types of electricity generation,687042,687042,0,2,0,0.0000,OK
2018-09-01,Total electricity production from combustible fuels,587495,587495,0,2,0,0.0000,OK
2018-09-01,Wind power turbine,78158,78158,0,2,0,0.0000,OK
2018-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-10-01,Hydraulic turbine,40027,40027,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-10-01,Solar,0,0,0,2,0,,OK
2018-10-01,Tidal power turbine,2185,2185,0,2,0,0.0000,OK
2018-10-01,Total all types of electricity generation,769354,769354,0,2,0,0.0000,OK
2018-10-01,Total electricity production from combustible fuels,612964,612964,0,2,0,0.0000,OK
2018-10-01,Wind power turbine,114178,114178,0,2,0,0.0000,OK
2018-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-11-01,Hydraulic turbine,92871,92871,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-11-01,Solar,0,0,0,2,0,,OK
2018-11-01,Tidal power turbine,1396,1396,0,2,0,0.0000,OK
2018-11-01,Total all types of electricity generation,875399,875399,0,2,0,0.0000,OK
2018-11-01,Total electricity production from combustible fuels,657608,657608,0,2,0,0.0000,OK
2018-11-01,Wind power turbine,123524,123524,0,2,0,0.0000,OK
2018-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2018-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2018-12-01,Hydraulic turbine,108709,108709,1,2,0,0.0000,SUPPRESSED_SOURCE
2018-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2018-12-01,Solar,0,0,0,2,0,,OK
2018-12-01,Tidal power turbine,1764,1764,0,2,0,0.0000,OK
2018-12-01,Total all types of electricity generation,1055270,1055270,0,2,0,0.0000,OK
2018-12-01,Total electricity production from combustible fuels,841619,841619,0,2,0,0.0000,OK
2018-12-01,Wind power turbine,103178,103178,0,2,0,0.0000,OK
2019-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-01-01,Hydraulic turbine,109408,109408,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-01-01,Solar,0,0,0,2,0,,OK
2019-01-01,Tidal power turbine,883,883,0,2,0,0.0000,OK
2019-01-01,Total all types of electricity generation,1099806,1099806,0,2,0,0.0000,OK
2019-01-01,Total electricity production from combustible fuels,890311,890311,0,2,0,0.0000,OK
2019-01-01,Wind power turbine,99204,99204,0,2,0,0.0000,OK
2019-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-02-01,Hydraulic turbine,96675,96675,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-02-01,Solar,0,0,0,2,0,,OK
2019-02-01,Tidal power turbine,0,0,0,2,0,,OK
2019-02-01,Total all types of electricity generation,1001097,1001097,0,2,0,0.0000,OK
2019-02-01,Total electricity production from combustible fuels,798250,798250,0,2,0,0.0000,OK
2019-02-01,Wind power turbine,106172,106172,0,2,0,0.0000,OK
2019-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-03-01,Hydraulic turbine,87293,87293,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-03-01,Solar,0,0,0,2,0,,OK
2019-03-01,Tidal power turbine,37,37,0,2,0,0.0000,OK
2019-03-01,Total all types of electricity generation,1005501,1005501,0,2,0,0.0000,OK
2019-03-01,Total electricity production from combustible fuels,801075,801075,0,2,0,0.0000,OK
2019-03-01,Wind power turbine,117096,117096,0,2,0,0.0000,OK
2019-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-04-01,Hydraulic turbine,128977,128977,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-04-01,Solar,0,0,0,2,0,,OK
2019-04-01,Tidal power turbine,0,0,0,2,0,,OK
2019-04-01,Total all types of electricity generation,819775,819775,0,2,0,0.0000,OK
2019-04-01,Total electricity production from combustible fuels,569245,569245,0,2,0,0.0000,OK
2019-04-01,Wind power turbine,121553,121553,0,2,0,0.0000,OK
2019-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-05-01,Hydraulic turbine,121955,121955,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-05-01,Solar,0,0,0,2,0,,OK
2019-05-01,Tidal power turbine,0,0,0,2,0,,OK
2019-05-01,Total all types of electricity generation,716703,716703,0,2,0,0.0000,OK
2019-05-01,Total electricity production from combustible fuels,513588,513588,0,2,0,0.0000,OK
2019-05-01,Wind power turbine,81160,81160,0,2,0,0.0000,OK
2019-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-06-01,Hydraulic turbine,99949,99949,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-06-01,Solar,0,0,0,2,0,,OK
2019-06-01,Tidal power turbine,0,0,0,2,0,,OK
2019-06-01,Total all types of electricity generation,614041,614041,0,2,0,0.0000,OK
2019-06-01,Total electricity production from combustible fuels,438773,438773,0,2,0,0.0000,OK
2019-06-01,Wind power turbine,75319,75319,0,2,0,0.0000,OK
2019-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-07-01,Hydraulic turbine,87261,87261,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-07-01,Solar,0,0,0,2,0,,OK
2019-07-01,Tidal power turbine,0,0,0,2,0,,OK
2019-07-01,Total all types of electricity generation,701966,701966,0,2,0,0.0000,OK
2019-07-01,Total electricity production from combustible fuels,553174,553174,0,2,0,0.0000,OK
2019-07-01,Wind power turbine,61531,61531,0,2,0,0.0000,OK
2019-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-08-01,Hydraulic turbine,30462,30462,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-08-01,Solar,0,0,0,2,0,,OK
2019-08-01,Tidal power turbine,0,0,0,2,0,,OK
2019-08-01,Total all types of electricity generation,705033,705033,0,2,0,0.0000,OK
2019-08-01,Total electricity production from combustible fuels,611571,611571,0,2,0,0.0000,OK
2019-08-01,Wind power turbine,63000,63000,0,2,0,0.0000,OK
2019-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-09-01,Hydraulic turbine,39973,39973,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-09-01,Solar,0,0,0,2,0,,OK
2019-09-01,Tidal power turbine,0,0,0,2,0,,OK
2019-09-01,Total all types of electricity generation,591561,591561,0,2,0,0.0000,OK
2019-09-01,Total electricity production from combustible fuels,477968,477968,0,2,0,0.0000,OK
2019-09-01,Wind power turbine,73620,73620,0,2,0,0.0000,OK
2019-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-10-01,Hydraulic turbine,38781,38781,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-10-01,Solar,0,0,0,2,0,,OK
2019-10-01,Tidal power turbine,0,0,0,2,0,,OK
2019-10-01,Total all types of electricity generation,687153,687153,0,2,0,0.0000,OK
2019-10-01,Total electricity production from combustible fuels,559825,559825,0,2,0,0.0000,OK
2019-10-01,Wind power turbine,88547,88547,0,2,0,0.0000,OK
2019-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-11-01,Hydraulic turbine,60652,60652,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-11-01,Solar,0,0,0,2,0,,OK
2019-11-01,Tidal power turbine,0,0,0,2,0,,OK
2019-11-01,Total all types of electricity generation,793917,793917,0,2,0,0.0000,OK
2019-11-01,Total electricity production from combustible fuels,634074,634074,0,2,0,0.0000,OK
2019-11-01,Wind power turbine,99191,99191,0,2,0,0.0000,OK
2019-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2019-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2019-12-01,Hydraulic turbine,135697,135697,1,2,0,0.0000,SUPPRESSED_SOURCE
2019-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2019-12-01,Solar,0,0,0,2,0,,OK
2019-12-01,Tidal power turbine,0,0,0,2,0,,OK
2019-12-01,Total all types of electricity generation,1000746,1000746,0,2,0,0.0000,OK
2019-12-01,Total electricity production from combustible fuels,760711,760711,0,2,0,0.0000,OK
2019-12-01,Wind power turbine,104338,104338,0,2,0,0.0000,OK
2020-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-01-01,Hydraulic turbine,105119,105119,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-01-01,Solar,0,0,0,2,0,,OK
2020-01-01,Tidal power turbine,0,0,0,2,0,,OK
2020-01-01,Total all types of electricity generation,1068267,1068267,0,2,0,0.0000,OK
2020-01-01,Total electricity production from biomass,25337,25337,0,2,0,0.0000,OK
2020-01-01,Total electricity production from combustible fuels,887783,887783,0,2,0,0.0000,OK
2020-01-01,Total electricity production from non-renewable combustible fuels,862446,862446,0,2,0,0.0000,OK
2020-01-01,Wind power turbine,75365,75365,0,2,0,0.0000,OK
2020-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-02-01,Hydraulic turbine,89289,89289,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-02-01,Solar,0,0,0,2,0,,OK
2020-02-01,Tidal power turbine,0,0,0,2,0,,OK
2020-02-01,Total all types of electricity generation,954798,954798,0,2,0,0.0000,OK
2020-02-01,Total electricity production from biomass,15140,15140,0,2,0,0.0000,OK
2020-02-01,Total electricity production from combustible fuels,789291,789291,0,2,0,0.0000,OK
2020-02-01,Total electricity production from non-renewable combustible fuels,774151,774151,0,2,0,0.0000,OK
2020-02-01,Wind power turbine,76218,76218,0,2,0,0.0000,OK
2020-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-03-01,Hydraulic turbine,89935,89935,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-03-01,Solar,0,0,0,2,0,,OK
2020-03-01,Tidal power turbine,0,0,0,2,0,,OK
2020-03-01,Total all types of electricity generation,918320,918320,0,2,0,0.0000,OK
2020-03-01,Total electricity production from biomass,20875,20875,0,2,0,0.0000,OK
2020-03-01,Total electricity production from combustible fuels,734338,734338,0,2,0,0.0000,OK
2020-03-01,Total electricity production from non-renewable combustible fuels,713463,713463,0,2,0,0.0000,OK
2020-03-01,Wind power turbine,94047,94047,0,2,0,0.0000,OK
2020-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-04-01,Hydraulic turbine,104893,104893,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-04-01,Solar,0,0,0,2,0,,OK
2020-04-01,Tidal power turbine,0,0,0,2,0,,OK
2020-04-01,Total all types of electricity generation,686408,686408,0,2,0,0.0000,OK
2020-04-01,Total electricity production from biomass,14780,14780,0,2,0,0.0000,OK
2020-04-01,Total electricity production from combustible fuels,495056,495056,0,2,0,0.0000,OK
2020-04-01,Total electricity production from non-renewable combustible fuels,480276,480276,0,2,0,0.0000,OK
2020-04-01,Wind power turbine,86459,86459,0,2,0,0.0000,OK
2020-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-05-01,Hydraulic turbine,96091,96091,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-05-01,Solar,0,0,0,2,0,,OK
2020-05-01,Tidal power turbine,0,0,0,2,0,,OK
2020-05-01,Total all types of electricity generation,618704,618704,0,2,0,0.0000,OK
2020-05-01,Total electricity production from biomass,4800,4800,0,2,0,0.0000,OK
2020-05-01,Total electricity production from combustible fuels,432053,432053,0,2,0,0.0000,OK
2020-05-01,Total electricity production from non-renewable combustible fuels,427253,427253,0,2,0,0.0000,OK
2020-05-01,Wind power turbine,90560,90560,0,2,0,0.0000,OK
2020-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-06-01,Hydraulic turbine,50232,50232,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-06-01,Solar,0,0,0,2,0,,OK
2020-06-01,Tidal power turbine,0,0,0,2,0,,OK
2020-06-01,Total all types of electricity generation,595432,595432,0,2,0,0.0000,OK
2020-06-01,Total electricity production from biomass,26734,26734,0,2,0,0.0000,OK
2020-06-01,Total electricity production from combustible fuels,484883,484883,0,2,0,0.0000,OK
2020-06-01,Total electricity production from non-renewable combustible fuels,458149,458149,0,2,0,0.0000,OK
2020-06-01,Wind power turbine,60317,60317,0,2,0,0.0000,OK
2020-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-07-01,Hydraulic turbine,39126,39126,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-07-01,Solar,0,0,0,2,0,,OK
2020-07-01,Tidal power turbine,0,0,0,2,0,,OK
2020-07-01,Total all types of electricity generation,697538,697538,0,2,0,0.0000,OK
2020-07-01,Total electricity production from biomass,31080,31080,0,2,0,0.0000,OK
2020-07-01,Total electricity production from combustible fuels,616373,616373,0,2,0,0.0000,OK
2020-07-01,Total electricity production from non-renewable combustible fuels,585293,585293,0,2,0,0.0000,OK
2020-07-01,Wind power turbine,42039,42039,0,2,0,0.0000,OK
2020-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-08-01,Hydraulic turbine,15646,15646,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-08-01,Solar,0,0,0,2,0,,OK
2020-08-01,Tidal power turbine,0,0,0,2,0,,OK
2020-08-01,Total all types of electricity generation,681972,681972,0,2,0,0.0000,OK
2020-08-01,Total electricity production from biomass,36090,36090,0,2,0,0.0000,OK
2020-08-01,Total electricity production from combustible fuels,608645,608645,0,2,0,0.0000,OK
